pix,X1981_07_08,X1981_07_23,X1981_08_08,X1981_08_23,X1981_09_08,X1981_09_23,X1981_10_08,X1981_10_23,X1981_11_08,X1981_11_23,X1981_12_08,X1981_12_23,X1982_01_08,X1982_01_23,X1982_02_08,X1982_02_23,X1982_03_08,X1982_03_23,X1982_04_08,X1982_04_23,X1982_05_08,X1982_05_23,X1982_06_08,X1982_06_23,X1982_07_08,X1982_07_23,X1982_08_08,X1982_08_23,X1982_09_08,X1982_09_23,X1982_10_08,X1982_10_23,X1982_11_08,X1982_11_23,X1982_12_08,X1982_12_23,X1983_01_08,X1983_01_23,X1983_02_08,X1983_02_23,X1983_03_08,X1983_03_23,X1983_04_08,X1983_04_23,X1983_05_08,X1983_05_23,X1983_06_08,X1983_06_23,X1983_07_08,X1983_07_23,X1983_08_08,X1983_08_23,X1983_09_08,X1983_09_23,X1983_10_08,X1983_10_23,X1983_11_08,X1983_11_23,X1983_12_08,X1983_12_23,X1984_01_08,X1984_01_23,X1984_02_08,X1984_02_23,X1984_03_08,X1984_03_23,X1984_04_08,X1984_04_23,X1984_05_08,X1984_05_23,X1984_06_08,X1984_06_23,X1984_07_08,X1984_07_23,X1984_08_08,X1984_08_23,X1984_09_08,X1984_09_23,X1984_10_08,X1984_10_23,X1984_11_08,X1984_11_23,X1984_12_08,X1984_12_23,X1985_01_08,X1985_01_23,X1985_02_08,X1985_02_23,X1985_03_08,X1985_03_23,X1985_04_08,X1985_04_23,X1985_05_08,X1985_05_23,X1985_06_08,X1985_06_23,X1985_07_08,X1985_07_23,X1985_08_08,X1985_08_23,X1985_09_08,X1985_09_23,X1985_10_08,X1985_10_23,X1985_11_08,X1985_11_23,X1985_12_08,X1985_12_23,X1986_01_08,X1986_01_23,X1986_02_08,X1986_02_23,X1986_03_08,X1986_03_23,X1986_04_08,X1986_04_23,X1986_05_08,X1986_05_23,X1986_06_08,X1986_06_23,X1986_07_08,X1986_07_23,X1986_08_08,X1986_08_23,X1986_09_08,X1986_09_23,X1986_10_08,X1986_10_23,X1986_11_08,X1986_11_23,X1986_12_08,X1986_12_23,X1987_01_08,X1987_01_23,X1987_02_08,X1987_02_23,X1987_03_08,X1987_03_23,X1987_04_08,X1987_04_23,X1987_05_08,X1987_05_23,X1987_06_08,X1987_06_23,X1987_07_08,X1987_07_23,X1987_08_08,X1987_08_23,X1987_09_08,X1987_09_23,X1987_10_08,X1987_10_23,X1987_11_08,X1987_11_23,X1987_12_08,X1987_12_23,X1988_01_08,X1988_01_23,X1988_02_08,X1988_02_23,X1988_03_08,X1988_03_23,X1988_04_08,X1988_04_23,X1988_05_08,X1988_05_23,X1988_06_08,X1988_06_23,X1988_07_08,X1988_07_23,X1988_08_08,X1988_08_23,X1988_09_08,X1988_09_23,X1988_10_08,X1988_10_23,X1988_11_08,X1988_11_23,X1988_12_08,X1988_12_23,X1989_01_08,X1989_01_23,X1989_02_08,X1989_02_23,X1989_03_08,X1989_03_23,X1989_04_08,X1989_04_23,X1989_05_08,X1989_05_23,X1989_06_08,X1989_06_23,X1989_07_08,X1989_07_23,X1989_08_08,X1989_08_23,X1989_09_08,X1989_09_23,X1989_10_08,X1989_10_23,X1989_11_08,X1989_11_23,X1989_12_08,X1989_12_23,X1990_01_08,X1990_01_23,X1990_02_08,X1990_02_23,X1990_03_08,X1990_03_23,X1990_04_08,X1990_04_23,X1990_05_08,X1990_05_23,X1990_06_08,X1990_06_23,X1990_07_08,X1990_07_23,X1990_08_08,X1990_08_23,X1990_09_08,X1990_09_23,X1990_10_08,X1990_10_23,X1990_11_08,X1990_11_23,X1990_12_08,X1990_12_23,X1991_01_08,X1991_01_23,X1991_02_08,X1991_02_23,X1991_03_08,X1991_03_23,X1991_04_08,X1991_04_23,X1991_05_08,X1991_05_23,X1991_06_08,X1991_06_23,X1991_07_08,X1991_07_23,X1991_08_08,X1991_08_23,X1991_09_08,X1991_09_23,X1991_10_08,X1991_10_23,X1991_11_08,X1991_11_23,X1991_12_08,X1991_12_23,X1992_01_08,X1992_01_23,X1992_02_08,X1992_02_23,X1992_03_08,X1992_03_23,X1992_04_08,X1992_04_23,X1992_05_08,X1992_05_23,X1992_06_08,X1992_06_23,X1992_07_08,X1992_07_23,X1992_08_08,X1992_08_23,X1992_09_08,X1992_09_23,X1992_10_08,X1992_10_23,X1992_11_08,X1992_11_23,X1992_12_08,X1992_12_23,X1993_01_08,X1993_01_23,X1993_02_08,X1993_02_23,X1993_03_08,X1993_03_23,X1993_04_08,X1993_04_23,X1993_05_08,X1993_05_23,X1993_06_08,X1993_06_23,X1993_07_08,X1993_07_23,X1993_08_08,X1993_08_23,X1993_09_08,X1993_09_23,X1993_10_08,X1993_10_23,X1993_11_08,X1993_11_23,X1993_12_08,X1993_12_23,X1994_01_08,X1994_01_23,X1994_02_08,X1994_02_23,X1994_03_08,X1994_03_23,X1994_04_08,X1994_04_23,X1994_05_08,X1994_05_23,X1994_06_08,X1994_06_23,X1994_07_08,X1994_07_23,X1994_08_08,X1994_08_23,X1994_09_08,X1994_09_23,X1994_10_08,X1994_10_23,X1994_11_08,X1994_11_23,X1994_12_08,X1994_12_23,X1995_01_08,X1995_01_23,X1995_02_08,X1995_02_23,X1995_03_08,X1995_03_23,X1995_04_08,X1995_04_23,X1995_05_08,X1995_05_23,X1995_06_08,X1995_06_23,X1995_07_08,X1995_07_23,X1995_08_08,X1995_08_23,X1995_09_08,X1995_09_23,X1995_10_08,X1995_10_23,X1995_11_08,X1995_11_23,X1995_12_08,X1995_12_23,X1996_01_08,X1996_01_23,X1996_02_08,X1996_02_23,X1996_03_08,X1996_03_23,X1996_04_08,X1996_04_23,X1996_05_08,X1996_05_23,X1996_06_08,X1996_06_23,X1996_07_08,X1996_07_23,X1996_08_08,X1996_08_23,X1996_09_08,X1996_09_23,X1996_10_08,X1996_10_23,X1996_11_08,X1996_11_23,X1996_12_08,X1996_12_23,X1997_01_08,X1997_01_23,X1997_02_08,X1997_02_23,X1997_03_08,X1997_03_23,X1997_04_08,X1997_04_23,X1997_05_08,X1997_05_23,X1997_06_08,X1997_06_23,X1997_07_08,X1997_07_23,X1997_08_08,X1997_08_23,X1997_09_08,X1997_09_23,X1997_10_08,X1997_10_23,X1997_11_08,X1997_11_23,X1997_12_08,X1997_12_23,X1998_01_08,X1998_01_23,X1998_02_08,X1998_02_23,X1998_03_08,X1998_03_23,X1998_04_08,X1998_04_23,X1998_05_08,X1998_05_23,X1998_06_08,X1998_06_23,X1998_07_08,X1998_07_23,X1998_08_08,X1998_08_23,X1998_09_08,X1998_09_23,X1998_10_08,X1998_10_23,X1998_11_08,X1998_11_23,X1998_12_08,X1998_12_23,X1999_01_08,X1999_01_23,X1999_02_08,X1999_02_23,X1999_03_08,X1999_03_23,X1999_04_08,X1999_04_23,X1999_05_08,X1999_05_23,X1999_06_08,X1999_06_23,X1999_07_08,X1999_07_23,X1999_08_08,X1999_08_23,X1999_09_08,X1999_09_23,X1999_10_08,X1999_10_23,X1999_11_08,X1999_11_23,X1999_12_08,X1999_12_23,X2000_01_08,X2000_01_23,X2000_02_08,X2000_02_23,X2000_03_08,X2000_03_23,X2000_04_08,X2000_04_23,X2000_05_08,X2000_05_23,X2000_06_08,X2000_06_23,X2000_07_08,X2000_07_23,X2000_08_08,X2000_08_23,X2000_09_08,X2000_09_23,X2000_10_08,X2000_10_23,X2000_11_08,X2000_11_23,X2000_12_08,X2000_12_23,X2001_01_08,X2001_01_23,X2001_02_08,X2001_02_23,X2001_03_08,X2001_03_23,X2001_04_08,X2001_04_23,X2001_05_08,X2001_05_23,X2001_06_08,X2001_06_23,X2001_07_08,X2001_07_23,X2001_08_08,X2001_08_23,X2001_09_08,X2001_09_23,X2001_10_08,X2001_10_23,X2001_11_08,X2001_11_23,X2001_12_08,X2001_12_23,X2002_01_08,X2002_01_23,X2002_02_08,X2002_02_23,X2002_03_08,X2002_03_23,X2002_04_08,X2002_04_23,X2002_05_08,X2002_05_23,X2002_06_08,X2002_06_23,X2002_07_08,X2002_07_23,X2002_08_08,X2002_08_23,X2002_09_08,X2002_09_23,X2002_10_08,X2002_10_23,X2002_11_08,X2002_11_23,X2002_12_08,X2002_12_23,X2003_01_08,X2003_01_23,X2003_02_08,X2003_02_23,X2003_03_08,X2003_03_23,X2003_04_08,X2003_04_23,X2003_05_08,X2003_05_23,X2003_06_08,X2003_06_23,X2003_07_08,X2003_07_23,X2003_08_08,X2003_08_23,X2003_09_08,X2003_09_23,X2003_10_08,X2003_10_23,X2003_11_08,X2003_11_23,X2003_12_08,X2003_12_23,X2004_01_08,X2004_01_23,X2004_02_08,X2004_02_23,X2004_03_08,X2004_03_23,X2004_04_08,X2004_04_23,X2004_05_08,X2004_05_23,X2004_06_08,X2004_06_23,X2004_07_08,X2004_07_23,X2004_08_08,X2004_08_23,X2004_09_08,X2004_09_23,X2004_10_08,X2004_10_23,X2004_11_08,X2004_11_23,X2004_12_08,X2004_12_23,X2005_01_08,X2005_01_23,X2005_02_08,X2005_02_23,X2005_03_08,X2005_03_23,X2005_04_08,X2005_04_23,X2005_05_08,X2005_05_23,X2005_06_08,X2005_06_23,X2005_07_08,X2005_07_23,X2005_08_08,X2005_08_23,X2005_09_08,X2005_09_23,X2005_10_08,X2005_10_23,X2005_11_08,X2005_11_23,X2005_12_08,X2005_12_23,X2006_01_08,X2006_01_23,X2006_02_08,X2006_02_23,X2006_03_08,X2006_03_23,X2006_04_08,X2006_04_23,X2006_05_08,X2006_05_23,X2006_06_08,X2006_06_23,X2006_07_08,X2006_07_23,X2006_08_08,X2006_08_23,X2006_09_08,X2006_09_23,X2006_10_08,X2006_10_23,X2006_11_08,X2006_11_23,X2006_12_08,X2006_12_23,X2007_01_08,X2007_01_23,X2007_02_08,X2007_02_23,X2007_03_08,X2007_03_23,X2007_04_08,X2007_04_23,X2007_05_08,X2007_05_23,X2007_06_08,X2007_06_23,X2007_07_08,X2007_07_23,X2007_08_08,X2007_08_23,X2007_09_08,X2007_09_23,X2007_10_08,X2007_10_23,X2007_11_08,X2007_11_23,X2007_12_08,X2007_12_23,X2008_01_08,X2008_01_23,X2008_02_08,X2008_02_23,X2008_03_08,X2008_03_23,X2008_04_08,X2008_04_23,X2008_05_08,X2008_05_23,X2008_06_08,X2008_06_23,X2008_07_08,X2008_07_23,X2008_08_08,X2008_08_23,X2008_09_08,X2008_09_23,X2008_10_08,X2008_10_23,X2008_11_08,X2008_11_23,X2008_12_08,X2008_12_23,X2009_01_08,X2009_01_23,X2009_02_08,X2009_02_23,X2009_03_08,X2009_03_23,X2009_04_08,X2009_04_23,X2009_05_08,X2009_05_23,X2009_06_08,X2009_06_23,X2009_07_08,X2009_07_23,X2009_08_08,X2009_08_23,X2009_09_08,X2009_09_23,X2009_10_08,X2009_10_23,X2009_11_08,X2009_11_23,X2009_12_08,X2009_12_23,X2010_01_08,X2010_01_23,X2010_02_08,X2010_02_23,X2010_03_08,X2010_03_23,X2010_04_08,X2010_04_23,X2010_05_08,X2010_05_23,X2010_06_08,X2010_06_23,X2010_07_08,X2010_07_23,X2010_08_08,X2010_08_23,X2010_09_08,X2010_09_23,X2010_10_08,X2010_10_23,X2010_11_08,X2010_11_23,X2010_12_08,X2010_12_23,X2011_01_08,X2011_01_23,X2011_02_08,X2011_02_23,X2011_03_08,X2011_03_23,X2011_04_08,X2011_04_23,X2011_05_08,X2011_05_23,X2011_06_08,X2011_06_23,X2011_07_08,X2011_07_23,X2011_08_08,X2011_08_23,X2011_09_08,X2011_09_23,X2011_10_08,X2011_10_23,X2011_11_08,X2011_11_23,X2011_12_08,X2011_12_23,X2012_01_08,X2012_01_23,X2012_02_08,X2012_02_23,X2012_03_08,X2012_03_23,X2012_04_08,X2012_04_23,X2012_05_08,X2012_05_23,X2012_06_08,X2012_06_23,X2012_07_08,X2012_07_23,X2012_08_08,X2012_08_23,X2012_09_08,X2012_09_23,X2012_10_08,X2012_10_23,X2012_11_08,X2012_11_23,X2012_12_08,X2012_12_23,X2013_01_08,X2013_01_23,X2013_02_08,X2013_02_23,X2013_03_08,X2013_03_23,X2013_04_08,X2013_04_23,X2013_05_08,X2013_05_23,X2013_06_08,X2013_06_23,X2013_07_08,X2013_07_23,X2013_08_08,X2013_08_23,X2013_09_08,X2013_09_23,X2013_10_08,X2013_10_23,X2013_11_08,X2013_11_23,X2013_12_08,X2013_12_23
1001,0.262,0.305,0.258,0.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0.333,0.295,0.303,0.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0.262,0.334,0.297,0.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,0.278,0.332,0.351,0.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0.267,0.305,0.317,0.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0.234,0.292,0.282,0.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,0.346,0.361,0.322,0.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0.303,0.34,0.369,0.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0.249,0.257,0.268,0.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0.293,0.296,0.311,0.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327,0.295,0.309,0.278,0.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.248,0.269,0.226,0.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0.327,0.281,0.22,0.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0.291,0.31,0.316,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269,0.283,0.291,0.352,0.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209,0.237,0.285,0.234,0.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291,0.292,0.293,0.251,0.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307,0.387,0.373,0.236,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0.311,0.33,0.397,0.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328,0.337,0.365,0.373,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0.297,0.34,0.336,0.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326,0.337,0.349,0.333,0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325,0.364,0.368,0.324,0.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0.212,0.219,0.225,0.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0.254,0.244,0.241,0.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0.316,0.335,0.237,0.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289,0.231,0.279,0.261,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0.238,0.29,0.218,0.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0.194,0.229,0.251,0.247,0.191,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0.24,0.311,0.37,0.266,0.187,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0.212,0.318,0.304,0.297,0.279,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019,0.058,0.202,0.307,0.277,0.223,0.131,0.037,-0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018,0.058,0.19,0.15,0.201,0.247,0.179,0.04,-0.015,-0.007,0,0,0,0,0
1002,0.262,0.305,0.258,0.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0.333,0.295,0.303,0.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0.262,0.334,0.297,0.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,0.278,0.332,0.351,0.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0.267,0.305,0.317,0.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0.234,0.292,0.282,0.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,0.346,0.361,0.322,0.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0.303,0.34,0.369,0.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0.249,0.257,0.268,0.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0.293,0.296,0.311,0.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327,0.295,0.309,0.278,0.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.248,0.269,0.226,0.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0.327,0.281,0.22,0.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0.291,0.31,0.316,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269,0.283,0.291,0.352,0.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209,0.237,0.285,0.234,0.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291,0.292,0.293,0.251,0.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307,0.387,0.373,0.236,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0.311,0.33,0.397,0.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328,0.337,0.365,0.373,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0.297,0.34,0.336,0.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326,0.337,0.349,0.333,0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325,0.364,0.368,0.324,0.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0.212,0.219,0.225,0.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0.254,0.244,0.241,0.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0.316,0.335,0.237,0.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289,0.231,0.279,0.261,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0.238,0.29,0.218,0.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0.194,0.229,0.251,0.247,0.191,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0.24,0.311,0.37,0.266,0.187,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0.212,0.318,0.304,0.297,0.279,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019,0.058,0.202,0.307,0.277,0.223,0.131,0.037,-0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018,0.058,0.19,0.15,0.201,0.247,0.179,0.04,-0.015,-0.007,0,0,0,0,0
1003,0.214,0.273,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0.255,0.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0.292,0.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0.288,0.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0.228,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0.244,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0.303,0.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0.285,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0.236,0.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0.28,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272,0.275,0.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.254,0.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288,0.27,0.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0.309,0.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281,0.281,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226,0.24,0.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0.25,0.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381,0.359,0.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0.256,0.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0.295,0.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0.219,0.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0.228,0.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0.306,0.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.234,0.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0.251,0.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293,0.307,0.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0.277,0.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0.287,0.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.052,0.077,0.043,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0.326,0.384,0.23,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0.377,0.469,0.244,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016,0.049,0.18,0.332,0.248,0.089,-0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021,0.059,0.141,0.238,0.225,0.09,0.012,-0.006,-0.001,0,0,0,0,0
1004,0.214,0.273,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0.255,0.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0.292,0.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0.288,0.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0.228,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0.244,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0.303,0.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0.285,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0.236,0.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0.28,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272,0.275,0.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.254,0.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288,0.27,0.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0.309,0.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281,0.281,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226,0.24,0.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0.25,0.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381,0.359,0.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0.256,0.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0.295,0.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0.219,0.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0.228,0.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0.306,0.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.234,0.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0.251,0.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293,0.307,0.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0.277,0.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0.287,0.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.052,0.077,0.043,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0.326,0.384,0.23,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0.377,0.469,0.244,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016,0.049,0.18,0.332,0.248,0.089,-0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021,0.059,0.141,0.238,0.225,0.09,0.012,-0.006,-0.001,0,0,0,0,0
